4,22,23,13,19,12,2,18,9,3,7,1,11,0,15,5,20,17,16,6,21,10,24,14,8
4,12,23,19,0,7,13,22,1,9,2,6,11,18,16,14,10,15,3,5,17,24,20,21,8
12,4,2,23,7,22,9,19,1,0,17,13,18,15,3,11,21,6,16,24,5,14,10,20,8
4,19,22,12,23,0,1,7,9,13,2,18,16,3,6,17,11,15,5,20,24,10,21,14,8
4,19,12,0,22,23,7,2,8,3,6,1,13,9,21,15,17,11,14,16,5,24,10,18,20
12,4,7,19,11,13,22,5,23,1,17,2,9,0,24,20,18,15,14,6,10,21,3,16,8
4,19,1,13,12,22,9,0,23,15,7,2,24,3,17,5,18,6,21,11,16,20,14,10,8
4,22,23,19,16,1,12,0,3,21,15,10,18,5,7,9,17,20,6,11,13,24,2,8,14
4,1,12,7,23,19,13,18,0,9,10,11,6,5,14,15,16,17,3,2,20,21,22,8,24
4,12,2,13,7,19,18,23,9,24,22,3,20,11,14,17,15,5,0,16,10,6,21,8,1
4,13,12,19,23,22,1,9,0,2,18,7,11,3,21,6,15,24,17,10,5,20,14,8,16
4,22,19,2,7,16,15,23,9,20,21,10,12,14,11,18,0,1,13,24,5,6,17,8,3
4,12,1,13,18,15,6,11,22,17,23,19,14,0,3,20,10,21,9,24,2,7,8,16,5
4,12,18,2,19,1,23,22,13,3,9,7,0,11,14,15,5,6,21,20,17,24,10,16,8
4,12,0,22,18,13,19,2,23,3,7,9,1,11,17,21,20,6,24,16,14,5,15,8,10
19,22,12,23,4,9,0,17,18,6,5,1,24,16,7,11,13,15,2,3,21,20,14,10,8
4,23,12,1,13,7,22,9,18,2,19,17,0,24,15,10,3,20,14,6,21,11,16,8,5
4,12,0,17,24,14,22,2,19,7,23,16,5,20,11,10,8,1,18,3,13,21,15,9,6
4,13,12,2,22,19,3,1,23,0,7,6,18,9,15,17,20,14,10,24,5,11,16,21,8
4,19,22,23,13,12,1,0,11,9,7,2,16,20,17,3,15,24,14,18,10,21,6,8,5
4,22,12,23,2,13,19,1,3,0,24,11,9,18,17,16,15,7,5,10,8,6,21,20,14
4,12,19,13,22,23,2,7,18,0,1,11,17,3,5,9,24,14,6,16,15,20,21,10,8
20,21,22,14,11,23,3,16,17,15,4,13,24,2,0,1,10,9,5,6,8,19,7,18,12
4,12,22,19,1,23,7,16,0,10,9,11,6,13,14,15,5,17,18,3,20,21,2,8,24
4,12,22,19,13,17,2,1,9,0,16,3,11,23,20,18,24,15,10,7,21,14,6,5,8
7,9,16,23,22,20,3,5,18,11,10,24,6,1,19,13,8,4,17,14,21,0,2,15,12
4,12,17,9,19,23,5,0,11,15,7,13,22,18,1,24,3,20,2,21,14,6,10,8,16
4,23,12,19,0,22,1,6,17,7,10,15,13,18,21,16,14,2,20,24,8,11,3,9,5
4,22,12,13,0,19,23,2,1,9,18,3,11,7,17,14,20,24,15,5,6,10,8,16,21
4,12,23,24,16,19,17,22,0,6,9,7,1,10,11,2,15,21,5,20,13,18,14,3,8
24,4,6,12,2,14,0,5,16,13,21,8,11,15,23,7,1,22,18,3,20,9,17,19,10
4,22,19,18,2,3,12,23,13,24,1,9,7,0,17,6,16,11,14,10,15,21,8,5,20
4,12,23,0,13,22,19,9,1,17,7,3,18,2,11,16,21,24,6,15,20,8,5,10,14
4,9,22,12,13,2,0,18,19,23,21,6,14,17,5,7,11,1,3,24,20,15,10,8,16
4,22,12,2,23,19,7,13,1,0,3,9,18,5,17,11,21,15,14,16,24,8,20,6,10
4,22,18,23,12,13,0,15,1,11,19,7,9,17,2,16,21,6,3,10,24,5,14,20,8
2,5,10,23,0,16,11,7,24,13,17,19,14,9,21,1,4,3,6,18,22,12,8,20,15
4,23,22,2,12,18,11,14,1,17,13,19,20,15,0,5,9,6,7,21,8,3,24,16,10
4,2,23,19,22,12,9,13,18,7,11,20,17,0,21,6,1,5,3,10,15,16,8,24,14
4,23,12,22,1,24,0,19,17,9,13,7,11,16,18,15,6,2,10,14,21,3,5,20,8
4,24,7,2,13,22,17,19,0,9,12,1,3,11,23,16,15,18,8,14,10,5,21,20,6
4,19,12,22,13,23,9,1,11,18,0,2,7,3,17,24,15,5,20,10,14,21,6,16,8
4,19,12,23,13,22,11,9,0,3,1,20,17,7,10,2,21,24,15,5,16,18,6,8,14
4,7,12,19,22,23,13,1,2,11,9,0,18,6,17,8,5,20,3,16,24,21,14,10,15
4,12,22,1,19,13,23,2,7,18,0,24,11,20,9,21,3,17,15,16,6,14,5,10,8
4,23,13,12,22,1,19,9,18,7,2,0,11,8,24,3,16,14,20,10,6,17,21,5,15
4,19,22,9,2,23,12,1,7,13,6,0,11,20,16,3,17,18,15,10,5,14,24,21,8
4,19,12,7,22,23,2,9,1,3,17,11,13,21,0,24,8,18,6,20,15,14,5,16,10
4,12,22,19,9,23,1,2,13,0,17,18,7,11,24,20,16,3,15,14,6,5,10,21,8
0,4,19,24,1,12,13,21,5,9,22,20,17,2,16,23,7,15,8,6,18,10,3,14,11
4,19,7,9,5,2,20,22,6,23,11,16,18,13,3,10,12,14,24,15,8,21,0,1,17
4,12,2,22,19,13,23,3,21,17,9,7,20,24,14,11,18,16,5,15,1,0,10,6,8
9,19,23,22,13,24,1,7,20,12,18,3,11,6,15,14,17,0,4,21,2,16,5,8,10
4,22,12,1,11,23,13,9,2,0,17,20,15,19,8,21,16,3,18,5,7,14,10,6,24
4,12,23,3,19,13,18,2,11,17,9,21,7,15,5,0,22,20,6,10,14,1,24,16,8
4,12,19,22,23,13,7,3,1,9,0,2,20,24,15,5,10,21,11,17,6,18,8,16,14
4,12,22,19,13,23,2,9,7,0,1,3,11,17,15,16,6,14,24,10,5,20,18,21,8
4,12,13,19,1,11,23,0,9,3,17,16,15,22,7,6,5,18,2,24,8,20,21,10,14
4,19,1,2,0,13,11,16,23,22,21,5,20,12,3,7,6,24,10,9,18,15,17,8,14
4,22,12,2,23,13,0,19,3,1,7,15,9,18,5,20,11,17,16,10,24,6,8,14,21
4,12,22,19,23,13,2,7,9,5,1,21,24,0,15,3,17,18,11,10,6,14,20,16,8
